library	chr	arm	raw_frag_cnt	z_frag_cnt
lib138	chr5	p	509311	3.24979062706058
lib138	chr5	q	1517647	2.97822569066238
lib138	chr6	p	572355	2.79384874884957
lib138	chr6	q	1330905	3.13748768734337
lib138	chr7	p	656823	3.20446728272941
lib138	chr7	q	1061860	3.1723352682049
lib138	chr8	p	384547	2.96035482459265
lib138	chr8	q	1246410	3.18145800808747
lib138	chr9	p	384967	3.09980467828521
lib138	chr9	q	787048	2.79535957840398
lib139	chr1	p	482452	-0.739931017528942
lib139	chr1	q	423851	-0.735101927394763
lib139	chr10	p	139176	-0.740011262589929
lib139	chr10	q	353556	-0.74555802389678
lib139	chr11	p	205652	-0.730385799808125
lib139	chr11	q	305719	-0.736812585613155
lib139	chr12	p	114103	-0.714628226634626
lib139	chr12	q	402555	-0.743587158143582
lib139	chr13	q	396699	-0.74907485951965
lib139	chr14	q	378480	-0.744930075929445
lib139	chr15	q	290261	-0.749843620608762
lib139	chr16	p	68933	-0.74617122507732
lib139	chr16	q	186500	-0.758173286681029
lib139	chr17	p	60260	-0.75235934632117
lib139	chr17	q	195139	-0.756643485811746
lib139	chr18	p	67889	-0.761195368932089
lib139	chr18	q	225888	-0.736479730956126
lib139	chr19	p	47063	-0.820142828332773
lib139	chr19	q	89794	-0.795134433706475
lib139	chr2	p	361725	-0.740101383468529
lib139	chr2	q	586042	-0.737106383896582
lib139	chr20	p	96182	-0.742620119384765
lib139	chr20	q	130880	-0.753639434646646
lib139	chr21	q	129361	-0.762192751350498
lib139	chr22	q	96910	-0.751022274639254
lib139	chr3	p	386021	-0.734387123340857
lib139	chr3	q	452629	-0.72598337282581
lib139	chr4	p	178056	-0.730186276853085
lib139	chr4	q	593798	-0.727523317074487
lib139	chr5	p	177980	-0.716927189441758
lib139	chr5	q	543345	-0.725877575539156
lib139	chr6	p	204329	-0.743326870649747
lib139	chr6	q	465552	-0.735111313700128
lib139	chr7	p	225059	-0.737685344641787
lib139	chr7	q	367647	-0.737458076098705
lib139	chr8	p	134401	-0.758554859817701
lib139	chr8	q	432171	-0.727902220587169
lib139	chr9	p	137754	-0.714112449117851
lib139	chr9	q	282277	-0.742970134412392
lib141	chr1	p	1607772	3.90443559639219
lib141	chr1	q	1444742	4.09932676839339
lib141	chr10	p	462117	3.86469020688676
lib141	chr10	q	1177424	3.92224681301448
lib141	chr11	p	706188	4.26610361592561
lib141	chr11	q	1020363	3.97357297826564
lib141	chr12	p	397804	4.3853829052163
lib141	chr12	q	1372891	4.13724456992372
lib141	chr13	q	1410713	4.63398337296419
lib141	chr14	q	1292851	4.18596734219022
lib141	chr15	q	964656	3.85993319968981
lib141	chr16	p	213780	3.33042145531022
lib141	chr16	q	602083	3.65188321872046
lib141	chr17	p	185202	3.21143072106486
lib141	chr17	q	611233	3.29127318088088
lib141	chr18	p	227240	3.98002248275285
lib141	chr18	q	789707	4.52270126882162
lib141	chr19	p	135690	2.46367054069003
lib141	chr19	q	272228	2.98297469003589
lib141	chr2	p	1235817	4.1350198040723
lib141	chr2	q	2052577	4.3934551049155
lib141	chr20	p	323685	4.1081216760219
lib141	chr20	q	402853	3.17671730697126
lib141	chr21	q	449231	4.30881401112245
lib141	chr22	q	284684	2.81532364940427
lib141	chr3	p	1316599	4.20638045074875
lib141	chr3	q	1586857	4.4502174190297
lib141	chr4	p	618825	4.43080801943516
lib141	chr4	q	2152336	4.78763649238618
lib141	chr5	p	624097	4.62401661643386
lib141	chr5	q	1886783	4.38160766388277
lib141	chr6	p	679870	3.82719812288964
lib141	chr6	q	1655940	4.59207352260848
lib141	chr7	p	779151	4.32136365806655
lib141	chr7	q	1277007	4.38403874919256
lib141	chr8	p	454411	3.99901986897331
lib141	chr8	q	1511475	4.45409978650099
lib141	chr9	p	490919	4.73439568880087
lib141	chr9	q	928316	3.78561607465702
lib142	chr1	p	535504	-0.520977353147483
lib142	chr1	q	479142	-0.473271431270472
lib142	chr10	p	154103	-0.52717245043886
lib142	chr10	q	389837	-0.540000061592166
lib142	chr11	p	232925	-0.458139136560514
lib142	chr11	q	338635	-0.519855539558568
lib142	chr12	p	130646	-0.417239482307993
lib142	chr12	q	456546	-0.472010110780522
lib142	chr13	q	455806	-0.43529573719252
lib142	chr14	q	437039	-0.429140946672645
lib142	chr15	q	330210	-0.476775204926398
lib142	chr16	p	75878	-0.550710247871776
lib142	chr16	q	206107	-0.550109006136813
lib142	chr17	p	65052	-0.600332950049989
lib142	chr17	q	221914	-0.496166361049805
lib142	chr18	p	75719	-0.528227042541335
lib142	chr18	q	253719	-0.476878216277099
lib142	chr19	p	52285	-0.626656944651309
lib142	chr19	q	100964	-0.563809796236474
lib142	chr2	p	414025	-0.44840572888253
lib142	chr2	q	673461	-0.431277641459161
lib142	chr20	p	107194	-0.507825990731436
lib142	chr20	q	146105	-0.533618765715786
lib142	chr21	q	150262	-0.430842164104282
lib142	chr22	q	105145	-0.594616922010571
lib142	chr3	p	431555	-0.492631020447175
lib142	chr3	q	516494	-0.434526925293346
lib142	chr4	p	201271	-0.458360257808343
lib142	chr4	q	679199	-0.425316914094418
lib142	chr5	p	205056	-0.392771431001959
lib142	chr5	q	611272	-0.467632572898012
lib142	chr6	p	228594	-0.510110830459242
lib142	chr6	q	534780	-0.425304467656676
lib142	chr7	p	262737	-0.393672349824962
lib142	chr7	q	425701	-0.410499141578318
lib142	chr8	p	154474	-0.460130443296274
lib142	chr8	q	496821	-0.417501786827775
lib142	chr9	p	154610	-0.454063879263086
lib142	chr9	q	317240	-0.497887469700674
lib143	chr1	p	1619870	3.95436588048491
lib143	chr1	q	1430421	4.03150968179709
lib143	chr10	p	463703	3.88730441979435
lib143	chr10	q	1185125	3.96587851742472
lib143	chr11	p	693905	4.14349129734421
lib143	chr11	q	1027641	4.02154397660035
lib143	chr12	p	386064	4.17433630796099
lib143	chr12	q	1359296	4.06886113640886
lib143	chr13	q	1353066	4.32795489808318
lib143	chr14	q	1280866	4.12133623998317
lib143	chr15	q	972912	3.91636647311026
lib143	chr16	p	226717	3.69452205460584
lib143	chr16	q	620825	3.850768348825
lib143	chr17	p	200018	3.68146892789996
lib143	chr17	q	654629	3.71344555459402
lib143	chr18	p	226481	3.95743972927512
lib143	chr18	q	761893	4.26325832644505
lib143	chr19	p	160640	3.38811956364149
lib143	chr19	q	301992	3.59937097559158
lib143	chr2	p	1218458	4.0382025025817
lib143	chr2	q	1984500	4.15529288275656
lib143	chr20	p	319894	4.02729125995536
lib143	chr20	q	432512	3.6053276859414
lib143	chr21	q	439939	4.16150480789333
lib143	chr22	q	319744	3.48120970443301
lib143	chr3	p	1291085	4.07091760519973
lib143	chr3	q	1531399	4.19712743754915
lib143	chr4	p	596540	4.16987143384774
lib143	chr4	q	2027394	4.34550733229278
lib143	chr5	p	598153	4.31341324086279
lib143	chr5	q	1833414	4.17870929436909
lib143	chr6	p	684246	3.86925678317703
lib143	chr6	q	1580919	4.25634203539195
lib143	chr7	p	759823	4.14489242382323
lib143	chr7	q	1243578	4.1957673084291
lib143	chr8	p	451736	3.95925076050946
lib143	chr8	q	1457906	4.19690193907551
lib143	chr9	p	464604	4.32841692066322
lib143	chr9	q	943959	3.89526994086087
lib144	chr1	p	342376	-1.31804595178019
lib144	chr1	q	304292	-1.30127349756213
lib144	chr10	p	98723	-1.31681627819569
lib144	chr10	q	250241	-1.33091181446212
lib144	chr11	p	149531	-1.29060121388502
lib144	chr11	q	218660	-1.31063879391508
lib144	chr12	p	84186	-1.25243751539844
lib144	chr12	q	290426	-1.30760084086427
lib144	chr13	q	293096	-1.29906823442377
lib144	chr14	q	275073	-1.30256949069161
lib144	chr15	q	209052	-1.30494169488219
lib144	chr16	p	47686	-1.34414953791911
lib144	chr16	q	132263	-1.3337219368507
lib144	chr17	p	42027	-1.33080201811008
lib144	chr17	q	138219	-1.31038234450268
lib144	chr18	p	48779	-1.3297809011578
lib144	chr18	q	166160	-1.29360952394772
lib144	chr19	p	33736	-1.31393569922953
lib144	chr19	q	63947	-1.3304117752183
lib144	chr2	p	258435	-1.31618635788895
lib144	chr2	q	422236	-1.31016925333806
lib144	chr20	p	70043	-1.29994701085492
lib144	chr20	q	90941	-1.33080892538094
lib144	chr21	q	96679	-1.28031149650053
lib144	chr22	q	67165	-1.31596182703029
lib144	chr3	p	275563	-1.32084769375923
lib144	chr3	q	328578	-1.29210666058671
lib144	chr4	p	128085	-1.31530012555801
lib144	chr4	q	437243	-1.28152061708906
lib144	chr5	p	129365	-1.29894935654735
lib144	chr5	q	390388	-1.30738979997099
lib144	chr6	p	144602	-1.31737568303212
lib144	chr6	q	339779	-1.29796646548009
lib144	chr7	p	163493	-1.29980392946297
lib144	chr7	q	266092	-1.30941374832143
lib144	chr8	p	96672	-1.31947025915696
lib144	chr8	q	312626	-1.3018669515039
lib144	chr9	p	101801	-1.26878296596576
lib144	chr9	q	199011	-1.32664582471031
lib145	chr1	p	281188	-1.57057812429344
lib145	chr1	q	251715	-1.55025184837378
lib145	chr10	p	80991	-1.56965059299858
lib145	chr10	q	206380	-1.5794159291404
lib145	chr11	p	122832	-1.55711804965842
lib145	chr11	q	180037	-1.56521201027692
lib145	chr12	p	68580	-1.53298208071075
lib145	chr12	q	239291	-1.56481208564414
lib145	chr13	q	243683	-1.56138518117374
lib145	chr14	q	224613	-1.57468341788125
lib145	chr15	q	169142	-1.57774352896773
lib145	chr16	p	37518	-1.6303190434952
lib145	chr16	q	106480	-1.60732429036074
lib145	chr17	p	33405	-1.60433532125075
lib145	chr17	q	110694	-1.57815574726915
lib145	chr18	p	39292	-1.61205044298016
lib145	chr18	q	135874	-1.57611074465732
lib145	chr19	p	27553	-1.54302861742227
lib145	chr19	q	51544	-1.58727117347618
lib145	chr2	p	215477	-1.55577836419306
lib145	chr2	q	353499	-1.55064043544859
lib145	chr20	p	56221	-1.59465500633679
lib145	chr20	q	73632	-1.5809460523776
lib145	chr21	q	78606	-1.56682884798136
lib145	chr22	q	52802	-1.58875479361266
lib145	chr3	p	228974	-1.56820516460989
lib145	chr3	q	273856	-1.54183780787977
lib145	chr4	p	107547	-1.5557809689412
lib145	chr4	q	369054	-1.52281934207832
lib145	chr5	p	107441	-1.56142501203686
lib145	chr5	q	327940	-1.54480472960036
lib145	chr6	p	120021	-1.55362886596733
lib145	chr6	q	285292	-1.54180487797748
lib145	chr7	p	134952	-1.56039299695772
lib145	chr7	q	221719	-1.5593215720971
lib145	chr8	p	78712	-1.58648079673106
lib145	chr8	q	259769	-1.5556463131005
lib145	chr9	p	84496	-1.53575855337302
lib145	chr9	q	163789	-1.57354402041651
lib146	chr1	p	592847	-0.284314079818937
lib146	chr1	q	522693	-0.267035697847149
lib146	chr10	p	166995	-0.343349983348916
lib146	chr10	q	422759	-0.353473250451555
lib146	chr11	p	249387	-0.293810878929078
lib146	chr11	q	366959	-0.333165438317527
lib146	chr12	p	138442	-0.277093036634873
lib146	chr12	q	487664	-0.315485235155998
lib146	chr13	q	483505	-0.288251090884313
lib146	chr14	q	457576	-0.318391764692985
lib146	chr15	q	343547	-0.385611134237378
lib146	chr16	p	80902	-0.409314142834965
lib146	chr16	q	219224	-0.410914883226705
lib146	chr17	p	69504	-0.45909306770456
lib146	chr17	q	228564	-0.431472696076251
lib146	chr18	p	81087	-0.368511336785835
lib146	chr18	q	271646	-0.309659059450146
lib146	chr19	p	54552	-0.542659913187142
lib146	chr19	q	104983	-0.480578487553221
lib146	chr2	p	446317	-0.268301788578685
lib146	chr2	q	729399	-0.235582790288769
lib146	chr20	p	114988	-0.341644966510219
lib146	chr20	q	151618	-0.453948884085846
lib146	chr21	q	155876	-0.341841532708643
lib146	chr22	q	109636	-0.509320451014163
lib146	chr3	p	475001	-0.261960847690139
lib146	chr3	q	559897	-0.236451544533124
lib146	chr4	p	218769	-0.253474981855516
lib146	chr4	q	743022	-0.1994680451421
lib146	chr5	p	218956	-0.226359662560785
lib146	chr5	q	668963	-0.248302815255687
lib146	chr6	p	246247	-0.340444118838265
lib146	chr6	q	575188	-0.244471928295091
lib146	chr7	p	274480	-0.28645475339909
lib146	chr7	q	450136	-0.272881723915355
lib146	chr8	p	164591	-0.309721445042536
lib146	chr8	q	527733	-0.269085727920267
lib146	chr9	p	168312	-0.242674136491967
lib146	chr9	q	337636	-0.354916156327674
lib147	chr1	p	1046435	1.58771251143978
lib147	chr1	q	929868	1.66114126150261
lib147	chr10	p	301468	1.57405295001953
lib147	chr10	q	770023	1.61402710019339
lib147	chr11	p	452693	1.73564609750251
lib147	chr11	q	670136	1.66514499890728
lib147	chr12	p	254144	1.80284847917725
lib147	chr12	q	891776	1.71721546985004
lib147	chr13	q	895635	1.89960804060062
lib147	chr14	q	837745	1.73173268211158
lib147	chr15	q	629331	1.56784412390097
lib147	chr16	p	147756	1.47223346985034
lib147	chr16	q	406457	1.57595202344618
lib147	chr17	p	130923	1.48942722290054
lib147	chr17	q	425500	1.48439371072553
lib147	chr18	p	147634	1.61148141114846
lib147	chr18	q	501709	1.83631856519867
lib147	chr19	p	111200	1.55626546766072
lib147	chr19	q	204243	1.57504223897071
lib147	chr2	p	795266	1.67791058182533
lib147	chr2	q	1295660	1.74543837812263
lib147	chr20	p	207451	1.62981975539976
lib147	chr20	q	278872	1.38503372373863
lib147	chr21	q	292475	1.82370838678066
lib147	chr22	q	206100	1.32279684540033
lib147	chr3	p	844938	1.70216546311453
lib147	chr3	q	1004616	1.79308294055558
lib147	chr4	p	392620	1.78215823963694
lib147	chr4	q	1345806	1.93358876231844
lib147	chr5	p	398732	1.92593113479752
lib147	chr5	q	1196890	1.75877109510884
lib147	chr6	p	442550	1.54626547677339
lib147	chr6	q	1043544	1.85149928545551
lib147	chr7	p	495776	1.73405322741158
lib147	chr7	q	822572	1.8246701715102
lib147	chr8	p	296323	1.64873246006386
lib147	chr8	q	953526	1.77525041889665
lib147	chr9	p	310794	1.95548914839452
lib147	chr9	q	607327	1.53555631253278
lib148	chr1	p	123327	-2.2220944556838
lib148	chr1	q	109885	-2.22188772519475
lib148	chr10	p	35334	-2.22065760354199
lib148	chr10	q	91131	-2.23238441395737
lib148	chr11	p	53614	-2.24807135647003
lib148	chr11	q	79108	-2.23045862898039
lib148	chr12	p	29969	-2.22708090239941
lib148	chr12	q	105140	-2.23959737357735
lib148	chr13	q	105985	-2.29237740859521
lib148	chr14	q	98439	-2.25509765983975
lib148	chr15	q	73956	-2.22838034628835
lib148	chr16	p	16761	-2.21450673303523
lib148	chr16	q	47150	-2.23691850491108
lib148	chr17	p	14995	-2.18839332528924
lib148	chr17	q	49720	-2.17133342066727
lib148	chr18	p	17248	-2.26793215268103
lib148	chr18	q	59883	-2.28493826440056
lib148	chr19	p	11953	-2.12104083217348
lib148	chr19	q	22885	-2.18078350877186
lib148	chr2	p	94177	-2.23231149806078
lib148	chr2	q	152639	-2.25333391405142
lib148	chr20	p	25158	-2.25696975555204
lib148	chr20	q	32758	-2.17162748567021
lib148	chr21	q	34088	-2.2725876845455
lib148	chr22	q	23976	-2.13624000246201
lib148	chr3	p	100215	-2.25183221368283
lib148	chr3	q	118660	-2.25009545809896
lib148	chr4	p	46749	-2.26766889941211
lib148	chr4	q	158302	-2.26860222331924
lib148	chr5	p	46332	-2.29302621762475
lib148	chr5	q	141211	-2.25471141027488
lib148	chr6	p	52213	-2.20534587619761
lib148	chr6	q	123858	-2.26424895240081
lib148	chr7	p	59204	-2.25199808033223
lib148	chr7	q	95852	-2.26820192851144
lib148	chr8	p	34653	-2.24150403030439
lib148	chr8	q	113408	-2.25836120692044
lib148	chr9	p	36354	-2.27847676943543
lib148	chr9	q	72282	-2.21498724324565
lib150	chr1	p	1084793	1.74602180530889
lib150	chr1	q	954224	1.77647908435992
lib150	chr10	p	313704	1.74852174518805
lib150	chr10	q	794984	1.75544911990303
lib150	chr11	p	461687	1.82542670430224
lib150	chr11	q	683906	1.75590628594615
lib150	chr12	p	257956	1.87137570479371
lib150	chr12	q	906836	1.79296791624458
lib150	chr13	q	900264	1.92418183993492
lib150	chr14	q	852564	1.81164659980922
lib150	chr15	q	654803	1.74195608375631
lib150	chr16	p	152035	1.59266219864264
lib150	chr16	q	417426	1.69235214040897
lib150	chr17	p	132437	1.53745893491109
lib150	chr17	q	436523	1.59162954065086
lib150	chr18	p	154208	1.80707959476185
lib150	chr18	q	510281	1.9162763167645
lib150	chr19	p	105017	1.32717254946798
lib150	chr19	q	199442	1.47561613471883
lib150	chr2	p	815508	1.79080739712418
lib150	chr2	q	1331041	1.8692161236491
lib150	chr20	p	215771	1.80721597319814
lib150	chr20	q	290703	1.55600676374657
lib150	chr21	q	293656	1.84243117724703
lib150	chr22	q	214148	1.47565055249877
lib150	chr3	p	867468	1.82178519777862
lib150	chr3	q	1021991	1.87237607100068
lib150	chr4	p	398541	1.85148763264852
lib150	chr4	q	1357516	1.97502664921551
lib150	chr5	p	398215	1.91974157477708
lib150	chr5	q	1222409	1.85578927966578
lib150	chr6	p	460054	1.71450011792297
lib150	chr6	q	1056662	1.910204523313
lib150	chr7	p	507603	1.8420377724962
lib150	chr7	q	831604	1.87553820982949
lib150	chr8	p	305591	1.78651941230421
lib150	chr8	q	975597	1.8812186783476
lib150	chr9	p	311074	1.95980889207981
lib150	chr9	q	632131	1.709426701673
lib151	chr1	p	49445	-2.52701669484219
lib151	chr1	q	43632	-2.5356287655037
lib151	chr10	p	13873	-2.52666241010553
lib151	chr10	q	35859	-2.54554005168788
lib151	chr11	p	21011	-2.57352356054959
lib151	chr11	q	31128	-2.54670601838674
lib151	chr12	p	11931	-2.55134483095915
lib151	chr12	q	41673	-2.5588391076625
lib151	chr13	q	41426	-2.63509935960469
lib151	chr14	q	39009	-2.57558380119687
lib151	chr15	q	29677	-2.53104615464399
lib151	chr16	p	6757	-2.49606060142461
lib151	chr16	q	19025	-2.53537354088323
lib151	chr17	p	6068	-2.47160276592213
lib151	chr17	q	19826	-2.46215333355741
lib151	chr18	p	6855	-2.57715818284439
lib151	chr18	q	23134	-2.62772494338944
lib151	chr19	p	5290	-2.36791874158934
lib151	chr19	q	9573	-2.45646780366896
lib151	chr2	p	37258	-2.54976895433957
lib151	chr2	q	60128	-2.57697663235783
lib151	chr20	p	9885	-2.58261548084465
lib151	chr20	q	13104	-2.45565285362864
lib151	chr21	q	13717	-2.59553600341984
lib151	chr22	q	9734	-2.40673484546598
lib151	chr3	p	39191	-2.57583020250402
lib151	chr3	q	46271	-2.58045231679195
lib151	chr4	p	18272	-2.60110803550245
lib151	chr4	q	61959	-2.60952881062277
lib151	chr5	p	18303	-2.628591358462
lib151	chr5	q	55970	-2.57878081228195
lib151	chr6	p	20687	-2.50834892103775
lib151	chr6	q	48142	-2.60309068053143
lib151	chr7	p	23208	-2.58065384129159
lib151	chr7	q	37982	-2.59412457881451
lib151	chr8	p	13772	-2.55194094762537
lib151	chr8	q	44590	-2.58877322626234
lib151	chr9	p	14385	-2.61740694451489
lib151	chr9	q	28282	-2.52341721914348
lib153	chr1	p	487428	-0.719394309507338
lib153	chr1	q	436605	-0.674705368324223
lib153	chr10	p	140338	-0.723442715680333
lib153	chr10	q	357563	-0.722855486619566
lib153	chr11	p	214320	-0.643859415580857
lib153	chr11	q	312591	-0.691517628130863
lib153	chr12	p	119916	-0.61012960058308
lib153	chr12	q	417908	-0.666360909173104
lib153	chr13	q	428710	-0.579139259932228
lib153	chr14	q	392203	-0.670926520185818
lib153	chr15	q	292307	-0.735858339913723
lib153	chr16	p	65883	-0.832010819098474
lib153	chr16	q	185703	-0.766630839167067
lib153	chr17	p	58241	-0.816412204015559
lib153	chr17	q	192200	-0.785235167218855
lib153	chr18	p	68705	-0.736916677446156
lib153	chr18	q	238054	-0.622997929095429
lib153	chr19	p	46241	-0.850599625802356
lib153	chr19	q	88436	-0.823257876650456
lib153	chr2	p	375525	-0.663133887612185
lib153	chr2	q	618093	-0.624978390853173
lib153	chr20	p	97049	-0.72413423947717
lib153	chr20	q	125408	-0.832716813982584
lib153	chr21	q	138404	-0.618831028922502
lib153	chr22	q	91138	-0.860648467155679
lib153	chr3	p	397691	-0.672426967835756
lib153	chr3	q	478671	-0.607137231642996
lib153	chr4	p	188270	-0.610589853914339
lib153	chr4	q	651593	-0.52300558238481
lib153	chr5	p	190256	-0.569958062147957
lib153	chr5	q	567496	-0.634060256081705
lib153	chr6	p	206248	-0.724882956323533
lib153	chr6	q	500214	-0.579993082672825
lib153	chr7	p	235677	-0.640739382038543
lib153	chr7	q	388302	-0.621129540726145
lib153	chr8	p	137947	-0.705836632298896
lib153	chr8	q	453832	-0.623902471234312
lib153	chr9	p	148049	-0.555284730403162
lib153	chr9	q	281891	-0.745675906473678
lib154	chr1	p	410080	-1.03862125726759
lib154	chr1	q	364221	-1.01747975532139
lib154	chr10	p	119057	-1.02688096592398
lib154	chr10	q	300602	-1.04558052426553
lib154	chr11	p	176629	-1.0201014492576
lib154	chr11	q	260871	-1.03241623130085
lib154	chr12	p	99835	-0.971119951476092
lib154	chr12	q	349652	-1.00969151880828
lib154	chr13	q	351674	-0.988097394630196
lib154	chr14	q	328555	-1.01415892680029
lib154	chr15	q	245659	-1.05471727142017
lib154	chr16	p	56626	-1.09254102298497
lib154	chr16	q	157592	-1.06493731085465
lib154	chr17	p	50813	-1.05206580825227
lib154	chr17	q	165736	-1.04268676870158
lib154	chr18	p	57532	-1.06935028035342
lib154	chr18	q	195815	-1.01699413399383
lib154	chr19	p	43030	-0.969573806671981
lib154	chr19	q	79324	-1.01196245110226
lib154	chr2	p	311224	-1.02176337681934
lib154	chr2	q	509796	-1.00384723309279
lib154	chr20	p	80922	-1.06798866308707
lib154	chr20	q	107129	-1.09687167817879
lib154	chr21	q	114174	-1.002957373546
lib154	chr22	q	79215	-1.08709910703325
lib154	chr3	p	331739	-1.02258945077255
lib154	chr3	q	395097	-0.988538329992298
lib154	chr4	p	154382	-1.00738675821708
lib154	chr4	q	531165	-0.949161162507803
lib154	chr5	p	155069	-0.991219277697567
lib154	chr5	q	470640	-1.00228758800878
lib154	chr6	p	174470	-1.03030802639046
lib154	chr6	q	412073	-0.974438758080404
lib154	chr7	p	194453	-1.01712856666429
lib154	chr7	q	323377	-0.986785805991866
lib154	chr8	p	115124	-1.0451451790168
lib154	chr8	q	374937	-1.00269662779189
lib154	chr9	p	121122	-0.970705224024379
lib154	chr9	q	237932	-1.05381848171214
lib155	chr1	p	234017	-1.76526000815338
lib155	chr1	q	208451	-1.75512849347554
lib155	chr10	p	66139	-1.78142000668303
lib155	chr10	q	171616	-1.77637899525097
lib155	chr11	p	101630	-1.76876230420232
lib155	chr11	q	149920	-1.76372019341054
lib155	chr12	p	56514	-1.74988908603295
lib155	chr12	q	198238	-1.77131043769162
lib155	chr13	q	202506	-1.77997998246739
lib155	chr14	q	185976	-1.78303985475851
lib155	chr15	q	138816	-1.7850346444896
lib155	chr16	p	31409	-1.80225152870019
lib155	chr16	q	88526	-1.79784737359076
lib155	chr17	p	27722	-1.78462872901559
lib155	chr17	q	91381	-1.7660397700713
lib155	chr18	p	32195	-1.82320960165132
lib155	chr18	q	113031	-1.78918528024041
lib155	chr19	p	22673	-1.72384269485727
lib155	chr19	q	42980	-1.76462696535559
lib155	chr2	p	177585	-1.76711549122122
lib155	chr2	q	293309	-1.76121058618594
lib155	chr20	p	46467	-1.80262648571243
lib155	chr20	q	60631	-1.76882708467778
lib155	chr21	q	64778	-1.78604878580446
lib155	chr22	q	44059	-1.75480846671922
lib155	chr3	p	190097	-1.77461690116274
lib155	chr3	q	226184	-1.7593953396541
lib155	chr4	p	89043	-1.77244556753711
lib155	chr4	q	305477	-1.74779769692503
lib155	chr5	p	88942	-1.78289632889969
lib155	chr5	q	269976	-1.7651723791814
lib155	chr6	p	98990	-1.75576224908072
lib155	chr6	q	236781	-1.75889969378054
lib155	chr7	p	112102	-1.76902129282174
lib155	chr7	q	183599	-1.77401262842255
lib155	chr8	p	65084	-1.78908767902837
lib155	chr8	q	215838	-1.7665697694885
lib155	chr9	p	69394	-1.76874701457061
lib155	chr9	q	134831	-1.77653300319036
lib156	chr1	p	450533	-0.871665580097588
lib156	chr1	q	400213	-0.847039661698464
lib156	chr10	p	128093	-0.898039838664847
lib156	chr10	q	328069	-0.889960211963748
lib156	chr11	p	193294	-0.853746789226743
lib156	chr11	q	282799	-0.887883660335817
lib156	chr12	p	107480	-0.833687989294076
lib156	chr12	q	378256	-0.865812171087868
lib156	chr13	q	376976	-0.853777612656469
lib156	chr14	q	359656	-0.84644162102294
lib156	chr15	q	273670	-0.863250166068876
lib156	chr16	p	62622	-0.923788824378139
lib156	chr16	q	172420	-0.907586510022824
lib156	chr17	p	54284	-0.941948191086732
lib156	chr17	q	178486	-0.918650042624467
lib156	chr18	p	65141	-0.842957432906775
lib156	chr18	q	218413	-0.806204905122549
lib156	chr19	p	43592	-0.948750546114918
lib156	chr19	q	84384	-0.907172597422922
lib156	chr2	p	341294	-0.854052318819323
lib156	chr2	q	558721	-0.832686830620209
lib156	chr20	p	89126	-0.893065757940693
lib156	chr20	q	118662	-0.930205118258944
lib156	chr21	q	124246	-0.843282567807337
lib156	chr22	q	86229	-0.95388391051381
lib156	chr3	p	364691	-0.847635633788483
lib156	chr3	q	433310	-0.814148206613952
lib156	chr4	p	168332	-0.84404525635733
lib156	chr4	q	576312	-0.789400592077232
lib156	chr5	p	170385	-0.807855058600803
lib156	chr5	q	516034	-0.829708589232272
lib156	chr6	p	190412	-0.877086097162472
lib156	chr6	q	447859	-0.814290439589172
lib156	chr7	p	217479	-0.806893330753352
lib156	chr7	q	355663	-0.804951717730502
lib156	chr8	p	127308	-0.864006181811747
lib156	chr8	q	423675	-0.768693590814854
lib156	chr9	p	133088	-0.78609789210209
lib156	chr9	q	263104	-0.877368496409869
lib157	chr1	p	428299	-0.963428676189298
lib157	chr1	q	375296	-0.965034099706982
lib157	chr10	p	122059	-0.984076509966485
lib157	chr10	q	308951	-0.998277433742079
lib157	chr11	p	179398	-0.992460521947339
lib157	chr11	q	265701	-1.00058057288416
lib157	chr12	p	99390	-0.979119588254509
lib157	chr12	q	351562	-1.00008413682863
lib157	chr13	q	345884	-1.01883455128295
lib157	chr14	q	331451	-0.998541766016674
lib157	chr15	q	255034	-0.99063515679847
lib157	chr16	p	58682	-1.03467669337596
lib157	chr16	q	161387	-1.02466577800081
lib157	chr17	p	52115	-1.01075980492484
lib157	chr17	q	172448	-0.977389944746319
lib157	chr18	p	58623	-1.03688943181034
lib157	chr18	q	194669	-1.0276837727356
lib157	chr19	p	41550	-1.02441086294325
lib157	chr19	q	78979	-1.01910721385312
lib157	chr2	p	319976	-0.972950367853058
lib157	chr2	q	515362	-0.984375004167655
lib157	chr20	p	82454	-1.03532387875208
lib157	chr20	q	113364	-1.00676797566424
lib157	chr21	q	113522	-1.01329374897706
lib157	chr22	q	84498	-0.98676037261463
lib157	chr3	p	337511	-0.991943862291366
lib157	chr3	q	397024	-0.979744208417178
lib157	chr4	p	153783	-1.01440049008905
lib157	chr4	q	521490	-0.983397845319856
lib157	chr5	p	151962	-1.02841649816855
lib157	chr5	q	472534	-0.995086975071331
lib157	chr6	p	181506	-0.962683544264744
lib157	chr6	q	405942	-1.00187600562608
lib157	chr7	p	195750	-1.00528651415945
lib157	chr7	q	319955	-1.00605843964207
lib157	chr8	p	117477	-1.01016323052505
lib157	chr8	q	374330	-1.00561098298589
lib157	chr9	p	118871	-1.00543287772295
lib157	chr9	q	247344	-0.987842505958726
lib158	chr1	p	1516093	3.52606243427148
lib158	chr1	q	1328785	3.55021246698657
lib158	chr10	p	438052	3.52155588556194
lib158	chr10	q	1108025	3.5290515585844
lib158	chr11	p	635990	3.56536767684095
lib158	chr11	q	953375	3.53203942008407
